AIRPORT CODE,FBO,CITY,STATE,PHONE NUMBER,AVGAS QUANTITY,AVGAS PRICE PER UNIT,JET A WITH ADD QUANTITY,JET A WITH ADD PRICE PER UNIT,JET A QUANTITY,JET A PRICE PER UNIT,CN JET A QUANTITY,CN JET A PRICE PER UNIT,CN JET A WITH ADD QUANTITY,CN JET A WITH ADD PRICE PER UNIT,SAF QUANTITY,SAF PRICE PER UNIT,SAF WITH ADD QUANTITY,SAF WITH ADD PRICE PER UNIT,ICAO
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 401 - 500,$7.56 , 401 - 500,$7.40 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 501 - 600,$7.46 , 501 - 600,$7.30 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 601 - 700,$7.26 , 601 - 700,$7.10 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 701 - 800,$7.11 , 701 - 800,$6.95 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 801 - 1000,$6.86 , 801 - 1000,$6.70 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,,1001+,$6.61 ,1001+,$6.45 ,,,,,,,,,KPWK
PWT,Avian Flight Center Inc,Bremerton,WA,360-328-4552,,, 0 - 500,$6.76 , 0 - 500,$6.71 ,,,,,,,,,KPWT
PWT,Avian Flight Center Inc,Bremerton,WA,360-328-4552,,, 501 - 900,$6.67 , 501 - 900,$6.61 ,,,,,,,,,KPWT
PWT,Avian Flight Center Inc,Bremerton,WA,360-328-4552,,, 901 - 1199,$6.56 , 901 - 1199,$6.50 ,,,,,,,,,KPWT
PWT,Avian Flight Center Inc,Bremerton,WA,360-328-4552,,,1200+,$6.45 ,1200+,$6.39 ,,,,,,,,,KPWT
RAC,Racine Commercial Airport Corp,Racine,WI,262-631-5620,,, 1 - 199,$5.52 , 1 - 199,$5.42 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KRAC
RAC,Racine Commercial Airport Corp,Racine,WI,262-631-5620,,, 200 - 499,$5.38 , 200 - 499,$5.28 ,,,,,,,,,KRAC
RAC,Racine Commercial Airport Corp,Racine,WI,262-631-5620,,, 500 - 999,$5.23 , 500 - 999,$5.13 ,,,,,,,,,KRAC
RAC,Racine Commercial Airport Corp,Racine,WI,262-631-5620,,, 1000 - 1999,$5.08 , 1000 - 1999,$4.98 ,,,,,,,,,KRAC
RAC,Racine Commercial Airport Corp,Racine,WI,262-631-5620,,,2000+,$4.93 ,2000+,$4.83 ,,,,,,,,,KRAC
RBD,Jet Access RBD,Dallas,TX,214-671-1296,,, 1 - 499,$4.79 , 1 - 499,$4.74 ,1+,$0.00 ,,,1+,$0.00 ,,,KRBD
RBD,Jet Access RBD,Dallas,TX,214-671-1296,,, 500 - 999,$4.71 , 500 - 999,$4.66 ,,,,,,,,,KRBD
RBD,Jet Access RBD,Dallas,TX,214-671-1296,,, 1000 - 1499,$4.51 , 1000 - 1499,$4.46 ,,,,,,,,,KRBD
RBD,Jet Access RBD,Dallas,TX,214-671-1296,,,1500+,$4.31 ,1500+,$4.26 ,,,,,,,,,KRBD
RBG,Western Oregon Flying Services,Roseburg,OR,541-673-4722,,,1+,$5.47 ,1+,$5.47 ,,,,,,,,,KRBG
RDD,Air Shasta Rotor & Wing LLC,Redding,CA,530-222-0100,,, 1 - 500,$5.66 , 1 - 500,$5.66 ,,,,,,,,,KRDD
RDD,Air Shasta Rotor & Wing LLC,Redding,CA,530-222-0100,,, 501 - 1000,$5.46 , 501 - 1000,$5.46 ,,,,,,,,,KRDD
RDD,Air Shasta Rotor & Wing LLC,Redding,CA,530-222-0100,,, 1001 - 2000,$5.31 , 1001 - 2000,$5.31 ,,,,,,,,,KRDD
RDD,Air Shasta Rotor & Wing LLC,Redding,CA,530-222-0100,,,2001+,$5.21 ,2001+,$5.21 ,,,,,,,,,KRDD
RDM,Skyservice RDM,Redmond,OR,541-504-3848,,, 1 - 399,$6.36 , 1 - 399,$6.26 ,,,,,,,,,KRDM
RDM,Skyservice RDM,Redmond,OR,541-504-3848,,, 400 - 999,$6.02 , 400 - 999,$5.92 ,,,,,,,,,KRDM
RDM,Skyservice RDM,Redmond,OR,541-504-3848,,,1000+,$5.82 ,1000+,$5.72 ,,,,,,,,,KRDM
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 0 - 300,$6.56 , 0 - 300,$6.40 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 301 - 600,$6.50 , 301 - 600,$6.34 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 601 - 900,$6.41 , 601 - 900,$6.25 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 901 - 1200,$6.34 , 901 - 1200,$6.18 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 1201 - 1500,$6.25 , 1201 - 1500,$6.09 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 1501 - 2500,$6.18 , 1501 - 2500,$6.02 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 2501 - 5000,$5.54 , 2501 - 5000,$5.38 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 5001 - 7500,$4.91 , 5001 - 7500,$4.75 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,,7501+,$4.27 ,7501+,$4.11 ,,,,,,,,,KRDU
RGA,Central KY Regional,Richmond ,KY,859-699-6031,,,All Quantities,$4.67 ,All Quantities,$4.67 ,,,,,,,,,KRGA
RHI,Lakeland Aviation RHI,Rhinelander,WI,715-356-3891,,, 1 - 499,$5.27 , 1 - 499,$5.27 ,1+,$0.00 ,,,1+,$0.00 ,,,KRHI
RHI,Lakeland Aviation RHI,Rhinelander,WI,715-356-3891,,, 500 - 749,$5.18 , 500 - 749,$5.18 ,,,,,,,,,KRHI
RHI,Lakeland Aviation RHI,Rhinelander,WI,715-356-3891,,, 750 - 999,$5.03 , 750 - 999,$5.03 ,,,,,,,,,KRHI
RHI,Lakeland Aviation RHI,Rhinelander,WI,715-356-3891,,,1000+,$4.83 ,1000+,$4.83 ,,,,,,,,,KRHI
RHP,Western Carolina Regional Airport,Andrews,NC,828-321-5114,,,All Quantities,$4.86 ,All Quantities,$4.86 ,,,,,,,,,KRHP
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,, 0 - 100,$4.72 , 0 - 100,$4.63 ,1+,$0.00 ,,,1+,$0.00 ,,,KRIC
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,, 101 - 400,$4.69 , 101 - 400,$4.60 ,,,,,,,,,KRIC
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,, 401 - 700,$4.59 , 401 - 700,$4.50 ,,,,,,,,,KRIC
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,, 701 - 1200,$4.54 , 701 - 1200,$4.45 ,,,,,,,,,KRIC
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,, 1201 - 1800,$4.39 , 1201 - 1800,$4.30 ,,,,,,,,,KRIC
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,,1801+,$4.29 ,1801+,$4.20 ,,,,,,,,,KRIC
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,, 0 - 200,$8.85 , 0 - 200,$8.69 ,,,,,,,,,KRIL
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,, 201 - 400,$8.77 , 201 - 400,$8.62 ,,,,,,,,,KRIL
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,, 401 - 600,$8.70 , 401 - 600,$8.55 ,,,,,,,,,KRIL
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,, 601 - 800,$8.62 , 601 - 800,$8.47 ,,,,,,,,,KRIL
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,, 801 - 1000,$8.54 , 801 - 1000,$8.39 ,,,,,,,,,KRIL
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,,1001+,$8.46 ,1001+,$8.31 ,,,,,,,,,KRIL
RMG,Floyd County Airport,Rome,GA,706-295-7835,,, 0 - 299,$5.29 , 0 - 299,$5.29 ,1+,$0.00 ,,,1+,$0.00 ,,,KRMG
RMG,Floyd County Airport,Rome,GA,706-295-7835,,, 300 - 500,$4.87 , 300 - 500,$4.87 ,,,,,,,,,KRMG
RMG,Floyd County Airport,Rome,GA,706-295-7835,,, 501 - 999,$4.71 , 501 - 999,$4.71 ,,,,,,,,,KRMG
RMG,Floyd County Airport,Rome,GA,706-295-7835,,,1000+,$4.61 ,1000+,$4.61 ,,,,,,,,,KRMG
RMN,Stafford Regional Airport,Fredericksburg,VA,540-658-1212,,,1+,$5.44 ,1+,$5.39 ,1+,$0.00 ,,,1+,$0.00 ,,,KRMN
RNC,Warren County Airport,McMinnville,TN,931-668-7050,,,All Quantities,$4.17 ,All Quantities,$4.17 ,1+,$0.15 ,,,1+,$0.15 ,,,KRNC
RNM,Pacific Executive Aviation,Ramona,CA,760-789-6384,,,1+,$6.14 ,1+,$6.14 ,,,,,,,,,KRNM
RNO,Atlantic RNO,Reno,NV,945-348-3090,,, 0 - 100,$6.88 , 0 - 100,$6.73 ,,,,,,,,,KRNO
RNO,Atlantic RNO,Reno,NV,945-348-3090,,, 101 - 200,$6.73 , 101 - 200,$6.58 ,,,,,,,,,KRNO
RNO,Atlantic RNO,Reno,NV,945-348-3090,,, 201 - 300,$6.58 , 201 - 300,$6.43 ,,,,,,,,,KRNO
RNO,Atlantic RNO,Reno,NV,945-348-3090,,, 301 - 400,$6.42 , 301 - 400,$6.27 ,,,,,,,,,KRNO
RNO,Atlantic RNO,Reno,NV,945-348-3090,,, 401 - 500,$6.27 , 401 - 500,$6.12 ,,,,,,,,,KRNO
RNO,Atlantic RNO,Reno,NV,945-348-3090,,,501+,$6.11 ,501+,$5.96 ,,,,,,,,,KRNO
RNT,Vesper Aviation,Renton,WA,425-228-9510,,, 1 - 324,$6.40 , 1 - 324,$6.27 ,,,,,,,,,KRNT
RNT,Vesper Aviation,Renton,WA,425-228-9510,,, 325 - 749,$6.20 , 325 - 749,$6.06 ,,,,,,,,,KRNT
RNT,Vesper Aviation,Renton,WA,425-228-9510,,,750+,$5.97 ,750+,$5.84 ,,,,,,,,,KRNT
RPD,Rice Lake Air Center,Cameron,WI,715-458-4400,,,1+,$5.38 ,1+,$5.38 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KRPD
RUE,Russellville Regional,Russellville,AR,479-967-1227,,,All Quantities,$4.22 ,All Quantities,$4.22 ,,,,,,,,,KRUE
RUQ,Mid Carolina Regional Airport,Salisbury,NC,704-216-7749,,,All Quantities,$5.91 ,All Quantities,$5.91 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KRUQ
RUT,Modern Aviation RUT,N Clarenden,VT,802-773-3348,,, 1 - 349,$7.68 , 1 - 349,$7.52 ,,,,,,,,,KRUT
RUT,Modern Aviation RUT,N Clarenden,VT,802-773-3348,,, 350 - 799,$7.58 , 350 - 799,$7.42 ,,,,,,,,,KRUT
RUT,Modern Aviation RUT,N Clarenden,VT,802-773-3348,,, 800 - 1199,$7.45 , 800 - 1199,$7.29 ,,,,,,,,,KRUT
RUT,Modern Aviation RUT,N Clarenden,VT,802-773-3348,,,1200+,$7.39 ,1200+,$7.23 ,,,,,,,,,KRUT
RVS,Christiansen Aviation,Tulsa,OK,918-298-6650,,,1+,$3.53 ,1+,$3.53 ,,,,,,,,,KRVS
RWI,Rocky Mount Wilson Airport,Elm City,NC,252-446-7057,,, 1 - 449,$5.32 , 1 - 449,$5.32 ,1+,$0.00 ,,,1+,$0.00 ,,,KRWI
RWI,Rocky Mount Wilson Airport,Elm City,NC,252-446-7057,,,450+,$5.28 ,450+,$5.28 ,,,,,,,,,KRWI
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 0 - 300,$6.76 , 0 - 300,$6.61 ,1+,$0.00 ,,,1+,$0.00 ,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 301 - 400,$6.72 , 301 - 400,$6.57 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 401 - 500,$6.67 , 401 - 500,$6.52 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 501 - 600,$6.57 , 501 - 600,$6.42 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 601 - 700,$6.37 , 601 - 700,$6.22 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 701 - 800,$6.22 , 701 - 800,$6.07 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 801 - 1000,$5.97 , 801 - 1000,$5.82 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,,1001+,$5.72 ,1001+,$5.57 ,,,,,,,,,KRYY
RZR,Cleveland Regional Jetport,Cleveland,TN,423-472-4343,,,All Quantities,$4.93 ,All Quantities,$4.93 ,1+,$0.00 ,,,1+,$0.00 ,,,KRZR
S39,Hood Aero,Prineville,OR,541-993-6269,,,All Quantities,$5.90 ,All Quantities,$5.90 ,,,,,,,,,KS39
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,, 0 - 100,$7.61 , 0 - 100,$7.45 ,,,,,,,,,KSAC
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,, 101 - 250,$7.51 , 101 - 250,$7.34 ,,,,,,,,,KSAC
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,, 251 - 500,$7.45 , 251 - 500,$7.28 ,,,,,,,,,KSAC
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,, 501 - 750,$7.39 , 501 - 750,$7.23 ,,,,,,,,,KSAC
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,, 751 - 1000,$7.33 , 751 - 1000,$7.17 ,,,,,,,,,KSAC
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,,1001+,$7.27 ,1001+,$7.11 ,,,,,,,,,KSAC
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,, 0 - 200,$6.89 , 0 - 200,$6.73 ,,,,,,,,,KSAF
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,, 201 - 400,$6.86 , 201 - 400,$6.70 ,,,,,,,,,KSAF
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,, 401 - 600,$6.81 , 401 - 600,$6.65 ,,,,,,,,,KSAF
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,, 601 - 800,$6.77 , 601 - 800,$6.60 ,,,,,,,,,KSAF
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,, 801 - 1000,$6.72 , 801 - 1000,$6.56 ,,,,,,,,,KSAF
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,,1001+,$6.68 ,1001+,$6.52 ,,,,,,,,,KSAF
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,, 0 - 200,$7.79 , 0 - 200,$7.63 ,,,,,,,,,KSBA
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,, 201 - 400,$7.61 , 201 - 400,$7.45 ,,,,,,,,,KSBA
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,, 401 - 600,$7.41 , 401 - 600,$7.25 ,,,,,,,,,KSBA
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,, 601 - 800,$7.21 , 601 - 800,$7.05 ,,,,,,,,,KSBA
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,, 801 - 1000,$7.01 , 801 - 1000,$6.85 ,,,,,,,,,KSBA
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,,1001+,$6.82 ,1001+,$6.66 ,,,,,,,,,KSBA
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,, 1 - 399,$4.94 , 1 - 399,$4.89 ,,,,,,,,,KSBD
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,, 400 - 999,$4.81 , 400 - 999,$4.75 ,,,,,,,,,KSBD
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,, 1000 - 2499,$4.71 , 1000 - 2499,$4.65 ,,,,,,,,,KSBD
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,, 2500 - 4999,$4.61 , 2500 - 4999,$4.55 ,,,,,,,,,KSBD
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,, 5000 - 9999,$4.51 , 5000 - 9999,$4.45 ,,,,,,,,,KSBD
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,,10000+,$4.36 ,10000+,$4.30 ,,,,,,,,,KSBD
SBM,Lake Breeze Aviation,Sheboygan,WI,920-467-8052,,, 0 - 250,$5.49 , 0 - 250,$5.49 ,1+,$0.00 ,,,1+,$0.00 ,,,KSBM
SBM,Lake Breeze Aviation,Sheboygan,WI,920-467-8052,,, 251 - 500,$5.45 , 251 - 500,$5.45 ,,,,,,,,,KSBM
SBM,Lake Breeze Aviation,Sheboygan,WI,920-467-8052,,, 501 - 1000,$5.40 , 501 - 1000,$5.40 ,,,,,,,,,KSBM
SBM,Lake Breeze Aviation,Sheboygan,WI,920-467-8052,,,1001+,$5.35 ,1001+,$5.35 ,,,,,,,,,KSBM
SBN,Atlantic SBN,South Bend,IN,945-348-3090,,, 0 - 200,$6.30 , 0 - 200,$6.15 ,,,,,,,,,KSBN
SBN,Atlantic SBN,South Bend,IN,945-348-3090,,, 201 - 400,$6.01 , 201 - 400,$5.86 ,,,,,,,,,KSBN
SBN,Atlantic SBN,South Bend,IN,945-348-3090,,, 401 - 600,$5.73 , 401 - 600,$5.58 ,,,,,,,,,KSBN
SBN,Atlantic SBN,South Bend,IN,945-348-3090,,, 601 - 800,$5.43 , 601 - 800,$5.28 ,,,,,,,,,KSBN
SBN,Atlantic SBN,South Bend,IN,945-348-3090,,,801+,$5.13 ,801+,$4.98 ,,,,,,,,,KSBN
SBO,AirStar Flight Support Inc,Swainsboro,GA,478-237-5882,,,All Quantities,$4.80 ,All Quantities,$4.80 ,,,,,,,,,KSBO
SBY,Azure Flight Support SBY,Salisbury,MD,615-220-2957,,, 1 - 500,$5.21 , 1 - 500,$5.21 ,1+,$0.00 ,,,1+,$0.00 ,,,KSBY
SBY,Azure Flight Support SBY,Salisbury,MD,615-220-2957,,, 501 - 1000,$4.98 , 501 - 1000,$4.98 ,,,,,,,,,KSBY
SBY,Azure Flight Support SBY,Salisbury,MD,615-220-2957,,,1001+,$4.73 ,1001+,$4.73 ,,,,,,,,,KSBY
SCD,Sylacauga Airport,Sylacauga,AL,256-245-3246,,,All Quantities,$5.34 ,All Quantities,$5.34 ,,,,,,,,,KSCD
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,, 0 - 200,$7.65 , 0 - 200,$7.49 ,,,,,,,,,KSCK
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,, 201 - 400,$7.61 , 201 - 400,$7.45 ,,,,,,,,,KSCK
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,, 401 - 600,$7.55 , 401 - 600,$7.39 ,,,,,,,,,KSCK
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,, 601 - 800,$7.50 , 601 - 800,$7.34 ,,,,,,,,,KSCK
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,, 801 - 1000,$7.44 , 801 - 1000,$7.28 ,,,,,,,,,KSCK
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,,1001+,$7.38 ,1001+,$7.22 ,,,,,,,,,KSCK
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,, 0 - 200,$7.81 , 0 - 200,$7.65 ,,,,,,,,,KSDF
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,, 201 - 400,$7.76 , 201 - 400,$7.61 ,,,,,,,,,KSDF
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,, 401 - 600,$7.69 , 401 - 600,$7.53 ,,,,,,,,,KSDF
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,, 601 - 800,$7.63 , 601 - 800,$7.47 ,,,,,,,,,KSDF
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,, 801 - 1000,$7.55 , 801 - 1000,$7.39 ,,,,,,,,,KSDF
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,,1001+,$7.49 ,1001+,$7.33 ,,,,,,,,,KSDF
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,, 0 - 200,$7.05 , 0 - 200,$6.90 ,,,,,,,,,KSDL
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,, 201 - 400,$6.98 , 201 - 400,$6.83 ,,,,,,,,,KSDL
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,, 401 - 600,$6.90 , 401 - 600,$6.75 ,,,,,,,,,KSDL
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,, 601 - 800,$6.81 , 601 - 800,$6.66 ,,,,,,,,,KSDL
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,, 801 - 1000,$6.72 , 801 - 1000,$6.57 ,,,,,,,,,KSDL
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,,1001+,$6.64 ,1001+,$6.49 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,, 1 - 250,$5.43 , 1 - 250,$5.35 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,, 251 - 500,$5.25 , 251 - 500,$5.17 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,, 501 - 1000,$5.20 , 501 - 1000,$5.12 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,, 1001 - 1500,$5.15 , 1001 - 1500,$5.07 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,, 1501 - 2000,$5.10 , 1501 - 2000,$5.02 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,,2001+,$5.05 ,2001+,$4.97 ,,,,,,,,,KSDL
SEE,Circle Air Group LLC,El Cajon,CA,619-448-5991,,,All Quantities,$6.03 ,All Quantities,$5.90 ,,,,,,,,,KSEE
SEE,Golden State Aviation,El Cajon,CA,619-449-0611,,,All Quantities,$4.67 ,All Quantities,$4.67 ,,,,,,,,,KSEE
SFZ,Flight Level Aviation SFZ,Smithfiled,RI,401-333-8503,,, 1 - 500,$7.01 , 1 - 500,$7.01 ,,,,,,,,,KSFZ
SFZ,Flight Level Aviation SFZ,Smithfiled,RI,401-333-8503,,, 501 - 1000,$6.93 , 501 - 1000,$6.93 ,,,,,,,,,KSFZ
SFZ,Flight Level Aviation SFZ,Smithfiled,RI,401-333-8503,,, 1001 - 2000,$6.88 , 1001 - 2000,$6.88 ,,,,,,,,,KSFZ
SFZ,Flight Level Aviation SFZ,Smithfiled,RI,401-333-8503,,,2001+,$6.53 ,2001+,$6.53 ,,,,,,,,,KSFZ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,, 0 - 200,$7.89 , 0 - 200,$7.74 ,,,,,,,,,KSGJ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,, 201 - 400,$7.84 , 201 - 400,$7.69 ,,,,,,,,,KSGJ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,, 401 - 600,$7.77 , 401 - 600,$7.62 ,,,,,,,,,KSGJ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,, 601 - 800,$7.71 , 601 - 800,$7.56 ,,,,,,,,,KSGJ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,, 801 - 1000,$7.64 , 801 - 1000,$7.49 ,,,,,,,,,KSGJ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,,1001+,$7.58 ,1001+,$7.43 ,,,,,,,,,KSGJ
SGR,Global Select Aviation KSGR,Sugar Land,TX,281-275-2400,,, 1 - 249,$5.86 , 1 - 249,$5.86 ,1+,$0.00 ,,,1+,$0.00 ,,,KSGR
SGR,Global Select Aviation KSGR,Sugar Land,TX,281-275-2400,,, 250 - 749,$5.67 , 250 - 749,$5.67 ,,,,,,,,,KSGR
SGR,Global Select Aviation KSGR,Sugar Land,TX,281-275-2400,,,750+,$5.47 ,750+,$5.47 ,,,,,,,,,KSGR
SGT,City of Stuttgart,Stuttgart,AR,870-673-2960,,,All Quantities,$5.17 ,All Quantities,$5.17 ,,,,,,,,,KSGT
SIF,Rockingham County Airport Authority,Stoneville,NC,336-573-3115,,,All Quantities,$5.75 ,All Quantities,$5.75 ,100+,$0.00 ,,,100+,$0.00 ,,,KSIF
SIG,Modern Aviation TJIG,San Juan,PR,806-318-4403,,, 0 - 500,$6.84 , 0 - 500,$6.69 ,,,,,,,,,TJIG
SIG,Modern Aviation TJIG,San Juan,PR,806-318-4403,,, 501 - 999,$6.69 , 501 - 999,$6.54 ,,,,,,,,,TJIG
SIG,Modern Aviation TJIG,San Juan,PR,806-318-4403,,,1000+,$6.54 ,1000+,$6.39 ,,,,,,,,,TJIG
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,, 0 - 200,$7.49 , 0 - 200,$7.33 ,,,,,,,,,KSJC
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,, 201 - 400,$7.33 , 201 - 400,$7.17 ,,,,,,,,,KSJC
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,, 401 - 600,$7.15 , 401 - 600,$6.99 ,,,,,,,,,KSJC
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,, 601 - 800,$6.96 , 601 - 800,$6.80 ,,,,,,,,,KSJC
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,, 801 - 1000,$6.78 , 801 - 1000,$6.62 ,,,,,,,,,KSJC
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,,1001+,$6.59 ,1001+,$6.43 ,,,,,,,,,KSJC
SJU,Jet Aviation TJSJ,Carolina,PR,787-791-7005,,,All Quantities,$6.41 ,All Quantities,$6.28 ,,,,,,,,,TJSJ
SKB,Cayman Dispatch - St. Kitts,St Kitts ,,345-949-8960,,,1+,$5.68 ,1+,$5.68 ,,,,,,,,,TKPK
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,, 0 - 100,$6.80 , 0 - 100,$6.65 ,,,,,,,,,KSKF
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,, 101 - 200,$6.71 , 101 - 200,$6.56 ,,,,,,,,,KSKF
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,, 201 - 300,$6.63 , 201 - 300,$6.48 ,,,,,,,,,KSKF
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,, 301 - 400,$6.53 , 301 - 400,$6.38 ,,,,,,,,,KSKF
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,, 401 - 500,$6.44 , 401 - 500,$6.29 ,,,,,,,,,KSKF
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,,501+,$6.35 ,501+,$6.20 ,,,,,,,,,KSKF
SLC,Atlantic SLC,Salt Lake City,UT,945-348-3090,,, 0 - 200,$7.65 , 0 - 200,$7.50 ,,,,,,,,,KSLC
